Smart man + smart woman = romance,Smart man + dumb woman = affair,Dumb man + smart woman = marriage,Dumb man + dumb woman = pregnancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A man who was having heart trouble went to the doctor to see what his options were.,Naturally[COMMA] the doctor recommended a heart transplant.,The man reluctantly agreed[COMMA] and asked if there were any hearts immediately available[COMMA] considering that money was no object.,[QUOTE]I do have three hearts[COMMA][QUOTE] said the doctor.,[QUOTE]The first is from an 18-year old kid[COMMA] non-smoker[COMMA] athletic[COMMA] swimmer[COMMA] with a great diet.,He hit his head on the swimming pool and died.,It's $100[COMMA]000.,The second is from a marathon runner[COMMA] 25 years old[COMMA] great condition[COMMA] very strong.,He got hit by a bus.,It's $150[COMMA]000.,The third is from a heavy drinker[COMMA] cigar smoker[COMMA] steak lover.,It's $500[COMMA]000.[QUOTE],[QUOTE]Hey[COMMA] why is that heart so expensive?,He lived a terrible life![QUOTE],[QUOTE]Yes[COMMA] but it's from a laywer.,It's never been used.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeah[COMMA] I have an MBA -- and that stands for Master of Booty Action.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An old woman goes to the doctor's office.,The doctor gives her a checkup and says[COMMA] [QUOTE]I need to do stool[COMMA] blood and urine tests.[QUOTE],The woman says[COMMA] [QUOTE]Well[COMMA] can I just leave my underwear?, Bingo starts in half an hour.[QUOTE] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What did Bill Gates' wife say to him on their wedding night?,A: [QUOTE]Now I know why you named your company Microsoft![QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Come meet my middle manager.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Gates is hanging out with the chairman of General Motors.,[QUOTE]If automotive technology had kept pace with, computer technology over the past few decades[COMMA][QUOTE],boasts Gates[COMMA] [QUOTE]you would now be driving a V-32 instead of a V-8[COMMA] and it would have a top speed of 10[COMMA]000 miles per hour.,Or[COMMA] you could have an economy car that weighs 30 pounds and gets a thousand miles to a gallon of gas.,In either case[COMMA] the sticker price of a new car would be less than $50.[QUOTE],[QUOTE]Sure[COMMA][QUOTE] says the GM chairman.,[QUOTE]But would you really want to drive a car that crashes four times a day?[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A man came back from a long business trip to find that his son had a new $300 mountain bike.,[QUOTE]How'd you get that[COMMA] son?[QUOTE],[QUOTE]By hiking.[QUOTE],[QUOTE]Hiking?[QUOTE],[QUOTE]Yeah[COMMA] every night[COMMA] Mom's boss came over and gave me $20 to take a hike.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farmer Joe decided his injuries from his recent accident were serious enough, to take the trucking company responsible for the accident to court.,In court[COMMA] the trucking company's fancy lawyer was questioning farmer Joe.,[QUOTE]Didn't,you say[COMMA] at the scene of the accident[COMMA], that you were fine?[QUOTE],''Well[COMMA] I'll tell you what happened.,I had just loaded my favorite mule Bessie into the--[QUOTE],''I didn't ask for any details[COMMA]'' the lawyer interrupted., ''Just answer the question.,Did you not say[COMMA], at the scene of the accident[COMMA] that you were fine?[QUOTE],''Well I had just got Bessie into the trailer and,was driving down the road--'',''Judge[COMMA] I am trying to, establish the fact that[COMMA] at the scene of the accident[COMMA], this man told the Highway Patrolman on the scene that he was just fine.,Now several weeks after the accident he is trying to sue my client.,I believe he is a fraud.,Please tell him to simply answer the question.'', By this time the Judge was fairly interested in Farmer Joe's answer, and told the lawyer so.,''Well[COMMA][QUOTE] said the farmer[COMMA] [QUOTE]as I was saying[COMMA], I had just loaded Bessie[COMMA] my favorite mule[COMMA], into the trailer and was driving her down the highway when this, huge semi-truck and trailer ran the stop sign, and smacked my truck right in the side.,I was thrown into one ditch and Bessie was thrown into the other.,I was hurting real bad and didn't want to move.,However[COMMA] I could hear ol' Bessie moaning and groaning.,I knew she was in terrible shape just by her groans.,Shortly after the accident a Highway Patrolman came on the scene.,He could hear Bessie moaning and groaning so he went over to her.,After he looked at her he took out his gun and, shot her between the eyes.,Then the Patrolman came across the road with his gun in his hand, and looked at me.,He said[COMMA] 'Your mule was in such bad shape I had to shoot her., How are you feeling?'[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One day two deaf-mutes meet on the street.,They had been friends in school but had lost touch over time.,They used sign language to catch up on old times.,Through the course of conversation one of the deaf-mutes learned the other had learned to speak and was no longer mute.,This amazed the fellow that was still mute and he asked about the procedure.,His friend gave him the doctor's card and went on his way.,The deaf mute wasted no time and went straight to the doctor's office.,The doctor informed the procedure took 26 days and cost one million dollars.,The man handed the doc his insurance card and begged the doctor to start the treatment that day.,The doctor had the man strip and lay over the examination table.,The doctor went to his closet and took out a bucket of mayonnaise and a broom handle with a door knob on the end.,The doc got a running start and shoved the mayonaise covered door knob up the deaf-mute's ass.,The mute screamed[COMMA],AY!AY!AY!, The doctor said[COMMA],very good we will work on the B's tomorrow.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I need you to move my needle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[QUOTE]I have good news and bad news[COMMA][QUOTE] the defense lawyer says to his client.,[QUOTE]What's the bad news?[QUOTE] ,The lawyer says[COMMA] [QUOTE]Your blood matches the DNA found at the murder scene.[QUOTE] ,[QUOTE]Dammit![QUOTE] cries the client.,[QUOTE]What's the good news?[QUOTE] ,[QUOTE]Well[COMMA][QUOTE] the lawyer says[COMMA] [QUOTE]Your cholesterol is down to 140.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What do you call 500 lawyers at the bottom of the ocean?,A good start.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What do you call one lawyer thrown off a bridge into a river?,Pollution.,What do you call all the lawyers thrown off a bridge?,Solution.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Let's discuss my raise in your corner office.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There's an offsite you need to attend at my place.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A woman walks into her doctor's office and says[COMMA] [QUOTE]Doctor[COMMA] I need to lose weight fast.[QUOTE] The doctor replies[COMMA] [QUOTE]Instead of putting food in your mouth[COMMA] try putting it up your butt.[QUOTE],Two months later[COMMA] she comes in and says[COMMA] [QUOTE]Doctor[COMMA] it's a dream come true.,I'm half the size I was.[QUOTE],But the doctor notices that she is bouncing up and down.,He asks[COMMA] [QUOTE]Where did you get this twitch?[QUOTE] The woman replies[COMMA] [QUOTE]I don't have a nervous twitch; I'm chewing bubble gum.[QUOTE] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'd work overtime to reach synergy with you.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A man goes to his doctor's office to get his penis enlarged.,The doctor comes in with a tray of penises[COMMA] and the man says[COMMA] ''You got any bigger ones?'', The doctor comes in with another tray[COMMA] but the man still wants something bigger., The doctor comes in with yet another tray[COMMA] and the man finally says[COMMA] [QUOTE]I'll take one of those.,But do you have any in white?[QUOTE] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill has worked in a pickle factory for several years.,One day he confesses to his wife that he has a terrible urge to stick his penis into the pickle slicer.,His wife suggests that he see a therapist to talk about it[COMMA] but Bill vows to overcome this rash desire on his own.,A few weeks later[COMMA] Bill returns home absolutely ashen.,His wife asks[COMMA] [QUOTE]What's wrong[COMMA] Bill?[QUOTE],[QUOTE]Do you remember how I told you about my tremendous urge to put my penis into the pickle slicer?[QUOTE],His wife gasps[COMMA] [QUOTE]My God[COMMA] Bill[COMMA] what happened?[QUOTE],[QUOTE]I got fired.[QUOTE],[QUOTE]No[COMMA] Bill -- I mean[COMMA] what happened with the pickle slicer?[QUOTE],[QUOTE]Oh[COMMA] um[COMMA] she got fired[COMMA] too.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What do you get when you cross a lawyer and a pig?,A: Won't happen -- there are some things even a pig won't do.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: How many lawyers does it take to plaster a wall?,A: It depends how hard you throw them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What does a plumber need to know about his job?,A: Sh*t runs downhill and payday is on Friday.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What do you get when you cross a corrupt lawyer with a crooked politician?,Chelsea Clinton.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The pope and a lawyer are on the elevator to heaven.,When they arrive at the gates[COMMA] there's a mad rush of angels[COMMA] saints[COMMA] and other holy people on their way to greet them.,When they arrive[COMMA] they pick the lawyer up on their shoulders and carry him off cheering hysterically.,The pope is deeply saddened.,St.,Peter sees this and goes over to him and says[COMMA] [QUOTE]Don't feel bad.,We get popes in here all the time[COMMA] it's not every day we get a lawyer.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A blonde canvassed a wealthy neighborhood looking for odd jobs.,She went to the front door of the first house and asked the owner if he had anything for her to do.,[QUOTE]Well[COMMA] you can paint my porch.,How much will you charge?[QUOTE],She replied[COMMA] [QUOTE]How about $50?[QUOTE],The man agreed and told her the paint was in the garage.,A short time later[COMMA] the blonde came to the door to collect her money.,[QUOTE]You're finished already?[QUOTE] he asked.,[QUOTE]Yes[COMMA][QUOTE] the blonde answered[COMMA] [QUOTE]and I had paint left over[COMMA] so I gave it two coats.[QUOTE],Impressed[COMMA] the man reached in his pocket for the $50.,[QUOTE]And by the way[COMMA][QUOTE] the blonde added[COMMA] [QUOTE]that's not a Porsche; it's a Ferrari.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Three women were at the doctor's office for the second trimester check up., The first woman[COMMA] a brunette[COMMA], said that she was sure that she would have a girl because when she made love to her husband[COMMA] she was on top!, The second affirmed with certainty that she would, have a boy[COMMA] because she was on bottom., The blonde grabbed her head between her hands.,[QUOTE]Oh[COMMA] crap!,Puppies.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I know how to find your PowerPoint.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: How do you know you can't trust doctors and lawyers?,A: Because they both [QUOTE]practice[QUOTE] their professions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What do you call parachuting lawyers?,Skeet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A prisoner in jail receives a letter from his wife: [QUOTE]Dear husband[COMMA] I have decided to plant some lettuce in the back garden.,When is the best time to plant them?[QUOTE],The prisoner[COMMA] knowing that the prison guards read all mail[COMMA] replies in a letter: [QUOTE]Dear wife[COMMA] whatever you do[COMMA] do not touch the back garden.,That is where I hid all the money.[QUOTE],A week or so later[COMMA] he receives another letter from his wife.,[QUOTE]Dear husband[COMMA] you wouldn't believe what happened.,Some men came with shovels to the house and dug up the back garden.[QUOTE],The prisoner writes back: [QUOTE]Dear wife[COMMA] now is the best time to plant the lettuce.[QUOTE] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Several years ago[COMMA] Andy was sentenced to prison.,During his stay[COMMA] he got along well with the guards and all his fellow inmates., The warden saw that deep down[COMMA] Andy was a good person and made arrangements for Andy to learn a trade while doing his time.,After 3 years[COMMA] Andy was recognized as one of the best carpenters in the local area.,Often he would be given a weekend pass to do odd jobs for the citizens of the community[COMMA] and he always reported back to prison before Sunday night was over.,The warden was thinking of remodeling his kitchen and in fact had done much of the work himself., But he lacked the skills to build a set of kitchen cupboards and a large counter top which he had promised his wife., So he called Andy into his office and asked him to complete the job for him., But[COMMA] alas[COMMA] Andy refused.,He told the warden[COMMA] ''Gosh[COMMA] I'd really like to help you but counter fitting is what got me into prison in the first place.'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Something's getting proactive in my pants!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What's the difference between a proctologist and a bartender?,A: The proctologist only handles one a**hole at a time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I bet you can increase my productivity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A dying man gives each of his best friends -- a lawyer[COMMA] doctor and clergyman -- an envelope containing $25[COMMA]000 in cash to be placed in his coffin.,A week later the man dies and the friends each place an envelope in the coffin.,Several months later[COMMA] the clergyman confesses that he only put $10[COMMA]000 in the envelope and sent the rest to a mission in South America.,The doctor confesses that his envelope had only $8[COMMA]000 because he donated to a medical charity.,The lawyer is outraged[COMMA] [QUOTE]I am the only one who kept my promise to our dying friend.,I want you both to know that the envelope I placed in the coffin contained my own personal check for the entire $25[COMMA]000.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A woman arrives home from work and her husband notices she's wearing a diamond necklace.,He asks his wife[COMMA] [QUOTE]Where did you get that necklace?[QUOTE] ,She replies[COMMA] [QUOTE]I won it in a raffle at work.,Go get my bath ready while I start dinner.[QUOTE] ,The next day[COMMA] the women arrives home from work wearing a diamond bracelet.,Her husband asks[COMMA] [QUOTE]Where did you get the bracelet?[QUOTE] ,She replies[COMMA] [QUOTE]I won it in a raffle at work.,Go get my bath ready while I start dinner.[QUOTE] ,The next day[COMMA] her husband notices she arrives home from work wearing a mink coat.,He says[COMMA] [QUOTE]I suppose you won that in a raffle at work?[QUOTE] She replies[COMMA] [QUOTE]Yeah I did!,How did you guess?,Go get my bath ready while I start supper.[QUOTE] ,Later after supper[COMMA] she goes to take her bath and she notices there is only one inch of water in the tub.,She yells to her husband[COMMA] [QUOTE]HEY!,There's only an inch of water in the tub.[QUOTE] He replies[COMMA] [QUOTE]I didn't want you to get your raffle ticket wet.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I think you'll be able to raise the bar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A man walked into a curio store and was shopping, around., After awhile[COMMA] he chose a brass rat and, brought it up to the counter.,[QUOTE]That will be $10 for the brass rat and, $1[COMMA]000 for the story behind it[COMMA][QUOTE] said the proprietor.,[QUOTE]Thanks[COMMA] but I'll just pay the $10 and pass on, the story.[QUOTE] He purchased the brass rat and left, the store., As he was walking down the street[COMMA], he started noticing all sorts of rats following, him., The further he walked[COMMA] the more rats, followed., He walked down to the wharf and still, more rats came out and followed him., So[COMMA] he, decided to walk out into the water[COMMA],all the rats drowned., He returned to the, store shortly.,[QUOTE]Ah-ha![QUOTE] said the proprietor.,[QUOTE]You've come back for the story[COMMA] right?[QUOTE],[QUOTE]Nope[COMMA][QUOTE] said the man.,[QUOTE]You have any brass lawyers?[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A man walks into a lawyer's office and inquires about the rates.,[QUOTE]Fifty dollars for three questions[COMMA] [QUOTE]replies the lawyer.,[QUOTE]Isn't that awfully steep?[QUOTE] asks the man.,[QUOTE]Yes[COMMA][QUOTE] the lawyer replies[COMMA] [QUOTE]and what's your third question?[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I want you to reach out and loop me in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Why does the bar association prohibit lawyers and clients from having sex?,A: To prevent clients from being billed twice for essentially the same service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Why did the blonde quit her restroom attendant job?,A: She couldn't figure out how to refill the hand dryer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A retired US Marine was looking for a new job.,He finally found one that appealed to his interests.,At the interview[COMMA] he was asked[COMMA],[QUOTE]Do you have any military experience?[QUOTE],The Marine replied[COMMA] [QUOTE]Why[COMMA] yes!,I've been in the Marines for a couple of years.[QUOTE],[QUOTE]I see[COMMA][QUOTE] said the interviewer[COMMA] [QUOTE]any disabilities?[QUOTE],The Marine looked at him and replied shakily.,[QUOTE]Well...,In the Vietnam War I had a grenade go off between my legs[COMMA] blowing off my testicles.[QUOTE],The interviewer[COMMA] quite shocked[COMMA] said [QUOTE]All right[COMMA] you're hired.,Please report to work on Monday at 10:00am.[QUOTE],[QUOTE]Wait wait![QUOTE] shouted the Marine[COMMA] [QUOTE]When do the others start?,I don't want any special treatment just because of my disability.[QUOTE],The interviewer replied[COMMA] [QUOTE]Well...,I'll tell you the truth.,Everyone normally comes at 7:00 in the morning[COMMA] but nothing gets done until 10.,All we do is sit around[COMMA] scratching our nuts trying to figure out what to do.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
After 35 years[COMMA] mailman George decides to retire.,On his last day[COMMA] he makes his usual rounds.,When he arrives at the first house[COMMA] the whole family comes out[COMMA] congratulates him[COMMA] and sends him on his way with a tidy gift envelope.,At the second house[COMMA] they present him with a box of fine cigars.,The folks at the third house hand him a selection of terrific fishing lures.,At the next house[COMMA] he is met at the door by a strikingly beautiful woman in a revealing negligee.,She takes him by the hand and leads him up to the bedroom[COMMA] where she blows his mind with the most passionate sex he has ever experienced.,When done[COMMA] they go downstairs[COMMA] where she fixes him a giant breakfast.,As she pours him a cup of coffee[COMMA] he notices a dollar bill sticking out from under the cup's bottom edge.,[QUOTE]All this is just too wonderful for words[COMMA][QUOTE] he says[COMMA] [QUOTE]but what's the dollar for?[QUOTE],[QUOTE]Well[COMMA][QUOTE] she says[COMMA] [QUOTE]last night[COMMA] I told my husband that today would be your last day and that I wanted to do something special for you.,I asked him what to give you.,He said[COMMA] 'Screw him.,Give him a dollar.' But breakfast was my idea.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What in the world is 'past due'?,Like normal due ain't enough[COMMA] past due gonna make me have the money?,Yo[COMMA] my man[COMMA] those bills can be future due -- I'm broke.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A very successful lawyer parked his brand-new Lexus in front of his office[COMMA] ready to show it off to his colleagues.,As he got out[COMMA] a truck passed too close and completely tore the door off of the driver's side.,The counselor immediately grabbed his cell phone[COMMA] dialed 911[COMMA] and within, minutes a policeman pulled up.,Before the officer had a chance to ask any questions[COMMA] the lawyer started screaming hysterically., His Lexus[COMMA] which he had just picked up the day before[COMMA] was now completely ruined and would never be the same[COMMA] no matter what the body shop did to it.,When the lawyer finally wound down from his ranting and raving[COMMA] the officer shook his head in disgust and disbelief.,[QUOTE]I can't believe how materialistic you lawyers are[COMMA][QUOTE] he said.,[QUOTE]You are so focused on your possessions that you don't notice anything else.[QUOTE] ,[QUOTE]How can you say such a thing?[QUOTE] asked the lawyer.,The cop replied[COMMA] [QUOTE]Don't you know that your left arm is missing from the elbow down?, It must have been torn off when the truck hit you.[QUOTE] ,[QUOTE]Ahhh![QUOTE] screamed the lawyer.,[QUOTE]Where's my Rolex![QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You are stuck in a foxhole with a cobra[COMMA] Saddam,Hussein[COMMA] a lawyer[COMMA] and only two bullets in your gun., What do you do?,Shoot the lawyer twice.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What did the blonde fill in for [QUOTE]Salary Expected[QUOTE] on a job application?,A: Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A woman goes into a adult toy shop to buy a dildo.,She sees one behind the counter and tells the salesman[COMMA] [QUOTE]I want that one![QUOTE] ,He replies[COMMA] [QUOTE]It's not for sale.[QUOTE] ,The woman says[COMMA] [QUOTE]Please I want <i>that</i> one[COMMA][QUOTE] again he says it's not for sale.,The woman says[COMMA] [QUOTE]I'll give you a hundred dollars for it.[QUOTE] and the salesman says[COMMA] [QUOTE]Well[COMMA] okay.,Five minutes later[COMMA] his boss walks in and asks[COMMA] [QUOTE]How's business today?[QUOTE] ,The salesman replied[COMMA] [QUOTE]It's pretty slow but I just made a hundred dollars off of my thermos.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What was the name of the hair salon next to the graveyard?,A: Curl Up and Dye.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What do you buy a friend graduating from law school?,A: A lobotomy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What do you call a nun who just passed her bar exam?,A sister-in-law.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mother: [QUOTE]Come on[COMMA] Victor[COMMA] you have to get out of bed or you'll be late for school.[QUOTE],Victor: [QUOTE]Mom[COMMA] do I have to?,All the teachers hate me[COMMA] and all the students hate me[COMMA] too.[QUOTE],Mother: [QUOTE]Yes[COMMA] you do.[QUOTE],Victor: [QUOTE]Give me one good reason.[QUOTE],Mother: [QUOTE]Because you're 34 years old[COMMA] and you're the principal.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My job used to be to watch adult films and tell people what they're about.,People would come in and go[COMMA] 'What's [QUOTE]Romancing the Bone[QUOTE] about?' It's about 90 minutes too long.,That's what it's about.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Do you mind if my secretary watches?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
