A blonde buys a used sports car.,However[COMMA] during the first joy ride[COMMA] the engine jerks and the car slows to a stop.,The blonde calls a tow truck.,The mechanic sets to work[COMMA] and 10 minutes later[COMMA] the car is running again.,[QUOTE]What was the matter?[QUOTE] she asks.,[QUOTE]Simple really[COMMA] just sh*t in the carburetor[QUOTE] he replies.,Taken aback she asks[COMMA] [QUOTE]Oh[COMMA] how many times a week do I have to put that in?[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I see[COMMA] said the blind man[COMMA] peeing into the wind.,It's all coming back to me now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A redneck boy runs into his house and proclaims[COMMA] [QUOTE]I've found the girl that I'm gonna marry!,And she's a virgin![QUOTE] ,Incensed[COMMA] his father pounds his fist on the table.,[QUOTE]There's no way you'll marry that girl!,If she aint' good enough for her own family[COMMA] she ain't good enough for ours.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two college roommates are about to go to bed.,The guy in the top bunk has his girlfriend sleeping over.,To try and keep quiet[COMMA] they devise a code.,His girlfriend will say [QUOTE]tomato[QUOTE] if she wants him to go slower and [QUOTE]lettuce[QUOTE] for him to go faster.,As they begin to have sex[COMMA] the girl starts to moan[COMMA] [QUOTE]Lettuce[COMMA] lettuce[COMMA] tomato[COMMA] tomato![QUOTE] The roommate on the bottom bunk wakes up the next morning and says[COMMA] [QUOTE]Stop making sandwiches at night.,You got mayonnaise in my eye![QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What do you say to a man with five penises?,A: [QUOTE]Your jeans fit like a glove.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An old woman goes to the doctor's office.,The doctor gives her a checkup and says[COMMA] [QUOTE]I need to do stool[COMMA] blood and urine tests.[QUOTE],The woman says[COMMA] [QUOTE]Well[COMMA] can I just leave my underwear?, Bingo starts in half an hour.[QUOTE] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What do you call a man with no arms and no legs in the water?,Bob.,On the wall?,Art.,On the floor?,Matt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Why are men like diapers?,A: They are always on your ass and full of sh*t[COMMA] and thankfully[COMMA] they're disposable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What's brown and taps on the window?,A: A baby in a microwave!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Did you hear about the midget that went into the whorehouse?,He got a twat in the face.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What is the last thing to go through a bug's mind when it hits your windshield?,A: Its ass.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How is a soyburger like a dildo?,They''re both substitutes for meat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[QUOTE]Mommy[COMMA] Mommy!,Where have all your scabs gone?[QUOTE],[QUOTE]Shut up and eat your corn flakes.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What did the dad say when his son said[COMMA] ''Dad I'm tired of walking in circles?,''Shut up kid or I'll nail your other foot to the ground.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What do you call a trash bag full of mutilated laboratory monkeys?,Rhesus Pieces.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One day at the end of class[COMMA] little Johnny's teacher asks the class to go home and think of a story to be concluded with the moral of that story.,The following day the teacher asks for the first volunteer to tell their story.,Little Suzy raises her hand.,[QUOTE]My dad owns a farm and every Sunday we load the chicken eggs on the truck and drive into town to sell them at the market.,Well[COMMA] one Sunday we hit a big bump and all the eggs flew out of the basket and onto the road.[QUOTE],When the teacher asked for the moral of the story[COMMA] Suzy replied[COMMA] [QUOTE]Don't keep all your eggs in one basket.[QUOTE],Little Lucy went next.,[QUOTE]My dad owns a farm too.,Every weekend we take the chicken,eggs and put them in the incubator.,Last weekend only eight of the 12 eggs hatched.[QUOTE],Again[COMMA] the teacher asked for the moral of the story.,Lucy replied[COMMA] [QUOTE]Don't count your chickens before they hatch.[QUOTE],Next up was little Johnny.,[QUOTE]My uncle Ted fought in the Vietnam war[COMMA] and his plane was shot down over enemy territory.,He jumped out before it crashed but could only take a case of beer[COMMA] a machine gun and a machete.,On the way down[COMMA] he drank the case of beer.,Then he landed right in the middle of 100 Vietnamese soldiers.,He shot 70 with his machine gun[COMMA] but then he ran out of bullets!,So he pulled out his machete and killed 20 more.,Then the blade on his machete broke[COMMA] so he killed the last ten with his bare hands.[QUOTE],The teacher looked a little shocked.,After clearing her throat[COMMA] she asked what possible moral there could be to this story.,[QUOTE]Well[COMMA][QUOTE] Johnny replied[COMMA] [QUOTE]Don't f**k with Uncle Ted when he's been drinking.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Once there was a farmer., He had two teenage sons., This farmer had just inherited some of money from his brother's recent death., He couldn't decide, which son he could send to college[COMMA] since he could only afford to send one.,This farmer also had two ducks., These ducks were retarded., They were only two ducks on the farm that weren't normal., He told his sons that whoever could get the most money for the duck would go to college.,The sons, went out in attempt to collect as much money as, they could., The first son was walking down the street when he passed a man working in the yard., The man asked him if the duck was for sale[COMMA] for the man loved the taste of ducks., He offered the son 10 dollars for his duck., The son decided this was very good[COMMA] so he took it., He decided his brother wouldn't be able to get close to his success.,The second son was walking and passed a whorehouse., He went in and said that he didn't have any money[COMMA] but he would give them the duck., One girl said fine.,After they f**ked[COMMA] she decided that she didn't want the duck anymore., The son said he would take the duck back if they f**ked again., She agreed., After they f**ked the second time[COMMA] the son left.,He was walking home[COMMA] thinking about what to do with the duck when it broke the leash., The duck ran out into the street and was hit by a car., The lady that hit it jumped from her car and started apologizing profusely., The son insisted it was ok[COMMA] but the lady said she would pay for the duck., She was in a hurry[COMMA] so she gave him 25 dollars and sped off.,When the sons got home[COMMA] the farmer asked the first son what he got., He proudly displayed the 10 dollars., The farmer was impressed., He asked the second son the same thing.,[QUOTE]That's nothing., I got a f**k for a duck[COMMA] a duck for a f**k[COMMA] and 25 dollars for a f**ked up duck.[QUOTE],,,,,,,,,,,,,,,
An eagle swoops down from the sky and eats a mouse.,Three hours later[COMMA] while the eagle is flying[COMMA] the mouse sticks its head out of the eagle's butt and asks[COMMA] [QUOTE]How high up are we?[QUOTE],[QUOTE]About 2[COMMA]000 feet[COMMA][QUOTE] the eagle replies.,The mouse replies[COMMA] [QUOTE]You ain't sh*ttin' me[COMMA] are you?[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Did you hear about the new movie [QUOTE]Constipation?[QUOTE], It hasn't come out yet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Why did the cowboy have sh*t in his mustache?,A: 'Cuz he'd been lookin' for love in all the wrong places.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One day two deaf-mutes meet on the street.,They had been friends in school but had lost touch over time.,They used sign language to catch up on old times.,Through the course of conversation one of the deaf-mutes learned the other had learned to speak and was no longer mute.,This amazed the fellow that was still mute and he asked about the procedure.,His friend gave him the doctor's card and went on his way.,The deaf mute wasted no time and went straight to the doctor's office.,The doctor informed the procedure took 26 days and cost one million dollars.,The man handed the doc his insurance card and begged the doctor to start the treatment that day.,The doctor had the man strip and lay over the examination table.,The doctor went to his closet and took out a bucket of mayonnaise and a broom handle with a door knob on the end.,The doc got a running start and shoved the mayonaise covered door knob up the deaf-mute's ass.,The mute screamed[COMMA],AY!AY!AY!, The doctor said[COMMA],very good we will work on the B's tomorrow.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A cowboy rides in the desert and comes upon a Native American lying naked with a hard-on.,He asks[COMMA] [QUOTE]What are you doing?[QUOTE],The naked man replies[COMMA] [QUOTE]I'm finding out the time -- it is 12:15.[QUOTE],The cowboy looks at his watch and thinks[COMMA] [QUOTE]Wow[COMMA] it really is 12:15.[QUOTE],The cowboy continues and sees another Native American lying naked with a hard-on.,He asks[COMMA] [QUOTE]What are you doing?[QUOTE],The naked man replies[COMMA] [QUOTE]I'm seeing what time it is -- it is 3:15.[QUOTE],The cowboy looks at his watch and that is the correct time.,The cowboy continues and finds a third Native American lying naked on the ground[COMMA] masturbating.,The cowboy asks what he's doing and he replies[COMMA] [QUOTE]I'm winding my watch.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A newlywed couple arrives in their sumptuous honeymoon suite[COMMA] and it turns out they are both virgins.,Brought up the old traditional way[COMMA] neither of them really knows how to have sex.,So after about half a painful hour of abortive attempts to get it on[COMMA] an idea occurs to the husband., ''OK[COMMA] honey[COMMA]'' he says[COMMA] ''this is what we'll do.,I'll go into the closet and you go into the bathroom.,We'll both get undressed and turn off the lights in the bedroom.,And then on the count of three we'll both rush out at each other and then it will just happen in the middle of the bedroom.'',The wife is a bit unsure about this[COMMA] but since she doesn't have any better ideas she agrees.,So[COMMA] the husband goes into the closet and the wife goes into the bathroom and they both get undressed., The anticipation is driving the husband mad and as he takes off his clothes he gets an enormous erection.,The wife turns off the lights and on the count of three they both rush into the bedroom towards each other.,But since the room is dark the husband gets disoriented and runs by his wife &#151; right into the dresser.,He hits the dresser so hard that he passes out from the pain.,The next thing he remembers is coming to in a hosital bed[COMMA] with a doctor looking down at him.,His throbbing dick is still so painful that he moans to the doctor[COMMA] ''Doc[COMMA] doc[COMMA] how bad is it?'',''That's nothing[COMMA] son.,Wait till you see your wife!,We still haven't gotten her off the doorknob.'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One day God came to Adam to pass on some news.,[QUOTE]I've got some good news, and some bad news[COMMA][QUOTE] God said.,Adam looked at God and said[COMMA] [QUOTE]Well[COMMA] give, me the good news first.[QUOTE] ,Smiling[COMMA] God explained[COMMA] [QUOTE]I've got two new, organs for you.,One is called a brain.,It will allow you to be very, intelligent[COMMA] create new things and have intelligent conversations with, Eve.,The other organ I have for you is called a penis.,It will allow,you to reproduce your life form and populate this, planet., Eve will be very happy that you now have this organ to give, her children.[QUOTE],Adam[COMMA] very excited[COMMA] exclaimed[COMMA] [QUOTE]These are great gifts.,What could possibly be bad news after such great, tidings?[QUOTE] ,God looked upon Adam and said with great sorrow[COMMA] [QUOTE]The bad, news is that when I created you[COMMA] I only gave you enough blood to, operate one of these organs at a time.[QUOTE],Then[COMMA] God came to Eve to pass on some news too.,[QUOTE]I've got some good news, and some bad news[COMMA][QUOTE] God said.,Eve looked at God and said[COMMA] [QUOTE]Well[COMMA] give, me the good news first.[QUOTE] ,Smiling[COMMA] God explained[COMMA] [QUOTE]I've got two new, organs for you.,One is called a brain.,It will allow you to be very, intelligent[COMMA] create new things and have intelligent conversations with, Adam.,The other organ I have for you is called a vagina.,It will allow,you to reproduce your now intelligent life form and populate this, planet., Adam will be very happy that you now have this organ to give, him children.[QUOTE],Eve[COMMA] very excited[COMMA] exclaimed[COMMA] [QUOTE]These are great gifts, you have given to me.,What could possibly be bad news after such great, tidings?[QUOTE] ,God looked upon Eve and said with great sorrow[COMMA] [QUOTE]The bad, news is that when I created you[COMMA] I only gave you enough blood to, operate one of these organs at a time.,While you're bleeding through one of them every 28 days[COMMA] the other will remain useless.[QUOTE],,,,,
Q: How can you tell if a porno was made in the 70s?,A: Even the guys' penises have sideburns.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I have a green nose[COMMA] three red mouths[COMMA] and four purple ears.,What am I?,Ugly!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A guy joined a nudist camp and when he told his mom she didn't believe him.,So he sent her a picture of his top half., A week later his grandma wanted a picture but he accidently sent the bottom half.,Knowing she had bad eyesight[COMMA],he didn't think much of it.,A week later his grandma wrote a letter saying[COMMA] that she didn't like his haircut[COMMA] because it made his nose look too big.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What do you call nuts on a wall?,A: Walnuts.,Q: What do you call nuts on your chest?,A: Chestnuts.,Q: What do you call nuts on your chin?,A: A penis in your mouth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do you get a Michigan girl into an elevator?,Grease her hips[COMMA] and throw in a Twinkie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Three old men were sitting on a porch.,[QUOTE]I wish I could take a healthy piss[COMMA][QUOTE] said one.,[QUOTE]I wish I could take a healthy crap[COMMA][QUOTE] said another.,The third old man said[COMMA] [QUOTE]I can take a crap at 6 a.m.,and a piss at 11 a.m.,I just wish I could get up before noon.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A family brings their elderly mother to a nursing home.,While sitting in her new room[COMMA] she slowly starts to lean over sideways in her chair.,Two attentive nurses immediately straighten her up.,After a while[COMMA] she starts to tilt to the other side.,The nurses rush back to put her upright.,This goes on all morning.,Later[COMMA] the family arrives and asks[COMMA] [QUOTE]Are they treating you all right?[QUOTE] She replies[COMMA] [QUOTE]It's pretty nice -- except they won't let you fart.[QUOTE] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What do you get when you mix beans and onions?,A: Tear gas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Why do farts smell?,A: So deaf people can enjoy them[COMMA] too.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan staggers into the shower.,He notices that his d**k is bright orange.,He feels normal[COMMA] but he's concerned and goes to the doctor.,After a thorough examination[COMMA] the doctor says[COMMA] [QUOTE]You seem to be fine and all of the tests are normal.,Did you do anything out of the ordinary over the weekend?[QUOTE],Dan says[COMMA] [QUOTE]No.,All I did was stay home[COMMA] watch porno movies and eat Cheetos.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A woman walks into her doctor's office and says[COMMA] [QUOTE]Doctor[COMMA] I need to lose weight fast.[QUOTE] The doctor replies[COMMA] [QUOTE]Instead of putting food in your mouth[COMMA] try putting it up your butt.[QUOTE],Two months later[COMMA] she comes in and says[COMMA] [QUOTE]Doctor[COMMA] it's a dream come true.,I'm half the size I was.[QUOTE],But the doctor notices that she is bouncing up and down.,He asks[COMMA] [QUOTE]Where did you get this twitch?[QUOTE] The woman replies[COMMA] [QUOTE]I don't have a nervous twitch; I'm chewing bubble gum.[QUOTE] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What is worse than waking up the morning after an orgy with pubic hair in your teeth?,A: Waking up with a lump in your throat and a string hanging out of your mouth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An Ohio State University mortician student walked into the embalming room where a cadaver was lying on the table., Confident that he knew enough now to begin the procedure without his instructor[COMMA] he began to examine the body., When he rolled it over[COMMA] he was shocked to see a cork in the man's butt.,Mystified[COMMA] he pulled it out and immediately heard the University of Michigan fight song come out of the guy's,butt., Shaken by what had,happened[COMMA] he quickly shoved the cork back into it's original resting place., He then,ran to get his instructor[COMMA] nervously shouting[COMMA] ,Sir[COMMA] you must come[COMMA] you won't believe,what I discovered!!, Annoyed by the,interruption[COMMA] the professor said[COMMA] ,Let's take a look at this astounding discovery., When they entered the,morgue[COMMA] the teacher was also surprised to see the cork[COMMA] so he approached the table and,promptly removed the cork., Upon hearing the University,of Michigan fight song[COMMA] he quickly replaced the cork in the cadaver's butt and said[COMMA],What's so surprising about that?, I've heard thousands of assholes sing that,song!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two cannibals just got their hands on a corpse., One says to the other[COMMA] [QUOTE]I'll start at the head[COMMA] you start at the feet.[QUOTE],They start to eat[COMMA] and after awhile the one at the head yells to the other one[COMMA] [QUOTE]Hey[COMMA] how's it, going?[QUOTE],The other replies[COMMA] [QUOTE]I'm having a ball![QUOTE],Getting mad[COMMA] the one at the head yells[COMMA] [QUOTE]Dammit[COMMA] slow down[COMMA] you're eating too fast![QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In the year 3000[COMMA] animals rule the Earth; they talk and drive sportscars.,An owl enters a psychologist's office.,The psychologist says to the owl[COMMA] [QUOTE]What is your problem?[QUOTE],The owl replies[COMMA] [QUOTE]I always sleep at night and am awake during the day.,I am an owl and we usually are awake during the night.[QUOTE] ,The psychologist tells the owl to come back in two days to solve his problem[COMMA] as he is very busy.,The next night[COMMA] a cat comes in.,He says[COMMA] [QUOTE]I always sleep during the day.,Like my friends[COMMA] I want to sleep during the night.,Can you help?[QUOTE],The psychologist advises the cat to come back in one day[COMMA] as he is very busy., The next day[COMMA] the cat comes very[COMMA] very[COMMA] very early for his appointment and ends up at the same time as the owl.,The cat is told to wait outside.,He peeks in the owl's appointment and figures out his problem...,and his address!,During the next evening[COMMA] when the owl usually comes in for his appointment[COMMA] the cat comes in.,The psychologist asks the cat why he is here instead of the owl.,The cat replies[COMMA] [QUOTE]He, is, here!'' and poops on the floor[COMMA] explaining[COMMA] [QUOTE]I was sent to deliver him.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What did the maxi pad say to the fart?,A: You are the wind beneath my wings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Why did the bald man cut holes in his pockets?,A: He wanted to,run his fingers through his hair.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: How can you tell if a woman is wearing pantyhose?,A: Her ankles swell up when she farts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How is parsley like pubic hair?,You push it aside to eat[COMMA] and sometimes it gets stuck between your teeth after meals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Johnny comes home one day and says[COMMA] [QUOTE]Mom!,Little Mark next door has a penis like a peanut![QUOTE],[QUOTE]What do you mean[COMMA] Johnny?,Is it shaped like a peanut?[QUOTE],[QUOTE]No[COMMA][QUOTE] says Johnny.,[QUOTE]It's salty.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On a really hot day[COMMA] a penguin takes his car to a mechanic.,The penguin asks[COMMA] [QUOTE]How long will it be?[QUOTE],The mechanic says[COMMA] [QUOTE]Just a few minutes.[QUOTE] , So the penguin decides to go get an ice cream at the grocery store across the street.,When the, penguin gets there[COMMA] he climbs inside the big freezer door and starts to eat ice cream., Three hours go by before the penguin looks at his watch and jumps out of the freezer and races back to the mechanic., With ice cream all over his face and his stomach[COMMA] he asks[COMMA] [QUOTE]So how's my car?[QUOTE],The mechanic comes walking out wiping his hands on a rag and says[COMMA] [QUOTE]Looks like you blew a seal.[QUOTE],The penguin says[COMMA] [QUOTE]No[COMMA],I was just eating ice cream.[QUOTE] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why should you only put 239 beans in bean soup?,Cuz one more will make it [QUOTE]too farty![QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There was a young man from Peru,Who fell asleep in a canoe.,He dreamt that Venus,Was strokin' his penis,And woke with a handful of goo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What's meaner than a pit bull with herpes?,A: The guy who gave it to him.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why don't we go back to my place and throw our feces at each other?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Why can't girls play hockey?,A: Their pads can't last three periods.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What does a plumber need to know about his job?,A: Sh*t runs downhill and payday is on Friday.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birdie[COMMA] birdie[COMMA] in the sky,Dropped some white stuff in my eye[COMMA],I'm a big girl[COMMA] I won't cry[COMMA],I'm just,glad that cows don't fly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Did you hear about the leper poker game?,A: One guy threw in his hand and the other three laughed their heads off.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An almost blind guy walked into a sexy lingerie shop to purchase their most see-through item for his wife.,After receiving some help from the store clerk[COMMA] he bought a lace teddy for $600 and brought it home for his wife to try on.,She took it upstairs and realized that it didn't quite fit.,But[COMMA] she figured[COMMA] since it's supposed to be see-through and since he's almost blind[COMMA] she might as well wear nothing at all.,So she came downstairs completely naked.,[QUOTE]Huh[COMMA][QUOTE] said the old man[COMMA] hugging her.,[QUOTE]For the amount I paid[COMMA] they could've at least ironed the damn thing.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-- Ghost Poop: You feel the poop come out[COMMA] but there is no poop in the toilet.,-- Clean Poop: You poop[COMMA] it's in the toilet[COMMA] but there's nothing on the toilet paper.,-- Second Wave Poop: You're done pooping and you've pulled your pants up to your knees[COMMA] but something tells you you're not done.,#NAME?,#NAME?,-- Wet Cheeks Poop: (The power dump) Comes out of your butt so fast[COMMA] your cheeks get splashed with water.,-- Upper Class Poop: This poop doesn't smell.,-- The Dangling Poop: This poop refuses to drop[COMMA] and you just pray that a shake ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What went through the fly's mind as he hit the windshield?,A: His butt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Husband: Shall we try a new positon tonight?,Wife: Sure.,You stand by the ironing board[COMMA] and I'll sit on the couch while drinking beer and farting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Did you hear about the 120-pound guy with the 30-pound testicles?,People say he was half-nuts!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When I die[COMMA] I want to go peacefully like my grandfather did[COMMA] in his sleep -- not screaming like the passengers in his car.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why did President Clinton name his dog Buddy instead of Spot?,Because he didn't want people running around the White House saying[COMMA] ''come Spot[COMMA] come Spot!'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A guy admired the hair of three girls., He walked by one and asked[COMMA] [QUOTE]How'd you get such lovely blonde hair[QUOTE],Taking her hand and gently running it through her hair[COMMA] the girl answered[COMMA] [QUOTE]It's natural.[QUOTE],The guy walked by the second girl and asked[COMMA] [QUOTE]How'd you get such pretty brown hair?[QUOTE],Fluffing her hair[COMMA] the second girl said[COMMA] [QUOTE]It's natural.[QUOTE],Finally the guy approached the third girl and asked[COMMA],[QUOTE]How'd you get such cool green hair?[QUOTE],Taking her hand and rubbing it up past her nose[COMMA] then skimming it through the hair[COMMA] she said[COMMA] [QUOTE]It's natural.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe frequently attends his church Bingo club[COMMA] and every week[COMMA] a gag door prize is given out.,One week[COMMA] Joe is presented with a toilet brush.,[QUOTE]What the hell is this?'[QUOTE] he asks the pastor.,[QUOTE]Why[COMMA] it's a toilet brush.[QUOTE],[QUOTE]Oh[COMMA] I see[COMMA][QUOTE] says Joe.,A couple weeks later[COMMA] the pastor jokingly asks Joe how the brush is working.,He replies[COMMA] [QUOTE]Well[COMMA] it's okay[COMMA] but I think I'll go back to using paper.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A businessman returns from the far east.,After a few days he notices stange growth on his penis.,He sees several doctors.,They all say: [QUOTE]You've been screwing around in the Far East[COMMA] very common there[COMMA] no cure.,We'll have to cut it off.[QUOTE] The man panics[COMMA] but figures if it is common in the East they must know how to cure it.,So he goes back and sees a doctor in Pakistan.,The doctor examines him and says[COMMA] ,You've been fooling around in my country.,This is a very common problem here.,Did you see any other doctors?[QUOTE],The man replies[COMMA] [QUOTE]Yes a few in the USA.[QUOTE],The doctor says[COMMA] ,I bet they told you it had to be cut off.,The man answers[COMMA] ,Yes!,The doctor smiles[COMMA] nods[COMMA] ,That is not correct.,It will fall off by itself.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Did you hear about the depressed proctologist?,He's been feeling down in the dumps.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What kind of a car does a proctologist drive?,A brown Probe!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What's the difference between an epileptic farmer and a prostitute with diarrhea?,A: The farmer shucks between fits.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What did the leper say the the prostitute?,A: Keep the tip.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What do you get when you eat a prune pizza?,Pizzeria!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two hunters were stalking through the forest when one said to the other that he has to take a dump.,His friend replies[COMMA] [QUOTE]Well[COMMA] go in the bushes.[QUOTE],[QUOTE]What should I use to wipe my ass?[QUOTE] he asks.,[QUOTE]Use a dollar bill[COMMA][QUOTE] his friend says.,A few minutes later[COMMA] the hunter steps out of the bushes with s**t all over his hands.,[QUOTE]What happened?[QUOTE] asked his friend.,He replied[COMMA] [QUOTE]I didn't have a dollar bill[COMMA] so I used four quarters.[QUOTE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What do you get when you put Raggedy Ann and the Pillsbury Doughboy together?,A: A redhead with a yeast infection.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two cannibals are eating dinner[COMMA] and one says[COMMA] [QUOTE]I hate my mother-in-law.[QUOTE],The other replies[COMMA] [QUOTE]Well[COMMA] just eat your noodles then.[QUOTE] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: How do you recycle a condom?,A: Turn it inside out and shake the f**k out of it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
