A girl goes into the doctor's office for a checkup.,As she,takes off her blouse[COMMA] he notices a red &#147;H&#148; on her chest.,&#147;How did you, get that mark on your chest?&#148; asks the doctor.,&#147;Oh[COMMA] my boyfriend went,to Harvard and he's so proud of it that he never takes off his Harvard,sweatshirt[COMMA] even when we make love[COMMA]&#148; she replies.,A couple of days later[COMMA] another girl comes in for a checkup.,As she, takes off her blouse[COMMA] he notices a blue &#147;Y&#148; on her chest.,&#147;How did, you get that mark on your chest?&#148; asks the doctor., &#147;Oh[COMMA] my boyfriend goes to Yale and he's so proud of it that he never takes off his Yale,sweatshirt[COMMA] even when we make love[COMMA]&#148; she replies., ,A couple of days later[COMMA] another girl comes in for a checkup.,As she, takes off her blouse[COMMA] he notices a green &#147;M&#148; on her chest.,&#147;Do you,have a boyfriend at Michigan?&#148; asks the doctor.,&#147;No[COMMA] but I have a,girlfriend at Wisconsin.,Why do you ask?&#148;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A guy sees his new neighbor out in his backyard[COMMA] so he decides to get acquainted.,After introductions[COMMA] he asks the new neighbor what he does for a living., ,"The new neighbor says[COMMA] ""I'm a professor."" The first neigbhbor then asks[COMMA] ""Oh yeah[COMMA] what do you teach?""",Logic[COMMA] the professor reponds.,What is that? the neighbor inquires.,Well[COMMA] let me see if I can give you an example...you have a dog[COMMA] right?,Yeah[COMMA] that's right[COMMA] neighbor #1 responds.,And you have children too[COMMA] right? says the professor.,Wow[COMMA] right again! exclaims the neighbor.,"So[COMMA] then you must be married and that would make you a heterosexual[COMMA] right?'' proclaims the professor.,Unbelievable[COMMA] you're absolutely correct.","How do you know all this about me?""","Well[COMMA] the professor says[COMMA] ""I observed there was a dog house in your backyard[COMMA] so you must have a dog.",I also saw bicycles next to your garage[COMMA] so you must have children.,And if you have children[COMMA] you are probably married and if your married[COMMA] you are most likely heterosexual...,"it was all logical!""", ,The next afternoon[COMMA] the neighbor runs into his old friend.,His friend asks if he has met the new neighbor., The man says that he met him yesterday.,What's he like?,"Well[COMMA] the man says[COMMA] ""he's nice and he is a professor of logic.""","Oh[COMMA] says the friend[COMMA] ""what's logic?""","Maybe I can give you an example.,Do you have a dog house?",Why[COMMA] no[COMMA] I do not[COMMA] responds the friend.,"Well[COMMA] then[COMMA] proclaims the man[COMMA] ""you must be gay!""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There was an old professor who started every class with a vulgar joke.,After one particularly nasty example[COMMA] the women in the class decided to walk out the next time he started.,The professor got wind of this plot[COMMA] so the next morning he walked in and said[COMMA] &#147;Good morning[COMMA] class.,Did you hear the one about the shortage of whores in India?&#148;, With that[COMMA] all the women stood up and headed for the door.,&#147;Wait[COMMA] ladies[COMMA]&#148; cried the professor[COMMA] &#147;The boat doesn't leave until tomorrow!&#148;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Have you heard about the blonde psychology major working her way through college as a prostitute?,A: For $50[COMMA] she'll screw with your mind.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A college psychology class was studing human reaction to sexual stimulus and of special interest was the frequency of amorous relations., ''How many students here[COMMA]'' said the professor[COMMA] ''engage more than once a week?'' , Five people raised their hands., , ''And how many engage once a week?'',Ten hands went up., ''How many twice a month?'',Eight hands went up., ''Once a month?'',Four hands were raised., , ''And how may once a year?'' , ,A little guy in the back waved his hand frantically and giggled hysterically., ,''If you engage only once a year[COMMA]'' said the professor[COMMA] ''I don't see what you're so overjoyed about.'',Flush with excitement[COMMA] the little guy said[COMMA] ''Yeah[COMMA] but tonight's the night!'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Why did the blonde get so excited when she finished her jigsaw puzzle in only 6 months?,"A: Because on the box it said ""From 2-4 years.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A redneck family's only son returns home from college.,"The father asks[COMMA] ""Well son[COMMA] you done gone to college[COMMA] so you must be perty smart.","Why don't you speak some math fer' us?""","The son says[COMMA] ""Pi R squared.""","The father yells[COMMA] ""Why son[COMMA] they ain't teached ya nothin'!","Pies are round[COMMA] cornbread are square.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
After an hour of gathering up his courage[COMMA] a shy guy finally approaches the hot girl at the end of the bar.,Um[COMMA] would you mind if I chatted with you for a while?,"She yells[COMMA] ""No[COMMA] I won't sleep with you tonight[COMMA] you pig!""",Everyone in the bar stops and stares.,Completely embarrassed[COMMA] the guy slinks back to his table with a red face.,After a few minutes[COMMA] the woman walks over to him and apologizes.,"She smiles and says[COMMA] ""I'm sorry if I embarrassed you.","I'm a graduate student in psychology[COMMA] and I'm studying how people respond to embarrassing public situations.""","To which the guy responds as loudly as possible[COMMA] ""What do you mean $200 for a BJ?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: How do you get a Maryland graduate off your porch?,A: Pay for the pizza.,Q: Why did Clemson choose orange as a school color?,A: So that the football team could wear it to the game on Saturday[COMMA] hunting on Sunday[COMMA] and picking up garbage for the rest of the week.,Q: Why did O.J.,Simpson go to Raliegh[COMMA] NC in the Ford Bronco?,A: He knew that the police would never look there for a Heisman Trophy winner.,Q: What are the longest three years of a Duke player's life?,A: His freshman year.,Q: Why did Georgia Tech replace the grass in its football stadium with astroturf?,A: They didn't want the cheerleaders to graze at halftime.,Q: Why do Wake Forest cheerleaders wear bibs?,A: To keep the tobacco juice off the uniforms.,Q: How many Duke freshmen does it take to change a lightbulb?,A: None[COMMA] because that's a sophomore course at Florida State and Virginia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A virgin boy turns 18[COMMA] and asks his dad for money to go to the whore house.," His dad gives him 20 bucks and says[COMMA] ""Son[COMMA] get it done."," But one thing before you go[COMMA] whatever you do[COMMA] don't venture into Room 88.""",The kid agrees., ,"He gets to the whore house and says to the lady at the desk[COMMA] ""Hi[COMMA] I would like to get a room."" ", ,"She responds[COMMA] ""Sorry young man.","The only room left is Room 88."" ", ,The kid[COMMA] dripping with horniness[COMMA] takes it despite his father's warning., When he gets up there[COMMA] there is a hole in the wall.," It says[COMMA] ""Insert cock here for pleasure.""",He walks over[COMMA] sticks it in[COMMA] and gets his c**k sucked for an hour and a half and explodes inside the mystery mouth hidden behind the wall., ,He gets home and tells his dad he had his d**k sucked by a real pro in Room 88., ,"His dad turns deathly pale and cries[COMMA] ""Uh[COMMA] oh."," That was you?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There is this third grade class with this kid named Rotten Reggie in it., One day[COMMA] the teacher decides that she will ask the class one question every, Friday and the student who gets it right can stay, home from school on Monday., The whole class thinks this is a great idea -- especially Reggie.,On the first Friday[COMMA],the teacher,asks the kids how many buckets of sand are in the deserts of Egypt., No one knows and the kids are very pissed off., The next Friday[COMMA] the teacher asks who was the first sailor to sail arround the world., No one knows again.,Rotten Reggie is getting real pissed off now[COMMA], so he goes home and spray paints two golf balls black., The next Friday right when the teacher,says it is time for the question[COMMA] Reggie rolls the two balls to the front of the room., The teacher picks the balls up.,All right[COMMA] who is the comedian with two black balls?,"Eddie Murphy!,See ya on Tuesday!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On the first day of college[COMMA] the dean addressed the students[COMMA] pointing out some of the rules: ""The female dormitory will be out-of-bounds for all male students[COMMA] and the male dormitory will be off limits to the female students.",Anybody caught breaking this rule will be fined $20 the first time.,Anybody caught breaking this rule the second time will be fined $60.,Being caught a third time will cost you $180.,"Are there any questions?""","One student raised his hand and asked[COMMA] ""How much for a season pass?"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Three Americans were up against a very large Russian in a wrestling meet.," They were nervous because he had a famous move called ""The Russian Pretzel[COMMA]"" which often landed his opponents in the hospital.", ,"When the first American caught a glimpse of him[COMMA] he said[COMMA] ""Coach[COMMA] he's HUGE."," I'm scared."" ", ,"The coach replied[COMMA] ""You da MAN!","Just go in there and tear him up!""",The guy started the match quite confidently[COMMA] but after about a minute[COMMA] the Russian picked him up[COMMA] slammed him into the famous pretzel[COMMA] and sent him to the emergency room., ,The same thing happened to the second wrestler[COMMA] so the third guy was petrified.,He told his coach he was backing out., ,"The coach said[COMMA] ""C'mon[COMMA] son."," You're our last chance!""",The kid started out pretty well[COMMA] but when the Russian started to twist him into the pretzel[COMMA] the coach covered his eyes., When he opened them[COMMA] he saw the referee holding the American's hand up in victory.,The coach[COMMA] baffled[COMMA] asked the kid how he did it., ,"Well Coach[COMMA] when that damn Russian picked me up and started twisting my body[COMMA] it HURT!,So when I saw two red things dangling there[COMMA] I bit them...,HARD!, You'd be surprised what you can do when you bite your own balls!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Why is 88 better than 69?,A: Because you get ate twice.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Why did the married man sell his complete set of Encyclopedia Britannica?,A: He didn't need them any longer -- his damn wife knows everything.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It was Christmas Eve[COMMA] and a lady hadn't had sex in a long time[COMMA] so she decided to wait for Santa.,"When he came down the chimney[COMMA] she took off her shirt and said[COMMA] ""Ooh Santa[COMMA] please stay."" ","And he said[COMMA] ""Ho ho ho[COMMA] guess I better go[COMMA] gotta get toys to children[COMMA] ya know.""", ,"So she took off her pants and said[COMMA] ""No no - please stay."" ","And he replied[COMMA] ""Ho ho ho[COMMA] guess I better go[COMMA] gotta get toys to children[COMMA] ya know.""", ,"So she took off everything else[COMMA] and said[COMMA] ""Ooh[COMMA] please stay."" ","And he said[COMMA] ""Hey hey hey[COMMA] guess I better stay[COMMA] can't get up the chimney with my d**k this way!""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What did the dad buffalo say to his son on the first day of school?,A: Bison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What do you call a nun who just passed her bar exam?, ,A sister-in-law.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mother: ""Come on[COMMA] Victor[COMMA] you have to get out of bed or you'll be late for school.""","Victor: ""Mom[COMMA] do I have to?","All the teachers hate me[COMMA] and all the students hate me[COMMA] too.""","Mother: ""Yes[COMMA] you do.""","Victor: ""Give me one good reason.""","Mother: ""Because you're 34 years old[COMMA] and you're the principal.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Possible Courses:,ESSENTIALS OF BONG DESIGN: Discover earth[COMMA] water[COMMA] wind[COMMA] and fire as the tools you'll need to get rid of your syllabus...,some killer hashish., ,SMUGGLING 101: Who says the party's over?,Years of commerce have made this Northern culture an expert at turning a rectum into a set of luggage.,MEDIEVAL CONDOM USE: Even Sir Lancelot had a rash.,Discover how centuries of crotch scratchers protected their privates with specially designed shields.,THE DEVELOPMENT OF PUKE: Our native-born instructors take students from heaving to hurling.,ARCHITECTURE OF EARLY MODERN BROTHELS: With the aid of walking tours and guest hooker lecturers.,Thousands of foreign students are discovering the joyous wonder of learning about another culture while being stoned off their ass!,"Just listen to what these former students had to say: ""Yeah[COMMA] man."" -- Sully[COMMA] 20 ""Amsterdam was...","dude[COMMA] I'm really hungry."" -- Daphne Ocampo[COMMA] 19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Johnny's teacher asks him to make a sentence using the following words: defeat[COMMA] deduct[COMMA] defense and detail.,"Little Johnny says[COMMA] ""De feet of de duck went over de fence before de tail.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A teacher was telling her students about human anatomy in a sex education class., She took her pointer and pointed to the picture of a male and a female.,"The female has two breasts and one vagina.,The male has one penis.",A little boy in the front row jumped up and said that the teacher was wrong., ,"My daddy has two penises., He has a short one that he pees with and a long one that he brushes Mommy's teeth with!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At school one day[COMMA] the teacher was trying to approach the topic of sex education and asked her students if they'd ever seen anything that was related to sex education on TV.,Mary raised her hand and said she had seen a movie about women having babies.,&#147;Great[COMMA]&#148; said the teacher[COMMA] &#147;that's very important.,&#148; ,Then Judy raised her hand and told the teacher she had seen a TV show about people getting married.,&#147;Well[COMMA] that has to do with it too[COMMA]&#148; said the teacher.,Then,Johnny raised his hand and said he had seen a western where some Indians came riding over the hill and John Wayne shot them all.,The teacher said[COMMA] &#147;Well[COMMA] Johnny[COMMA] that really doesn't have anything to do with sex education.&#148; ,&#147;Yes it does[COMMA]&#148; said Johnny[COMMA] &#148; it taught those Indians not to f**k with John Wayne.&#148;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEX CONTRACT,I[COMMA] _______________________[COMMA] hereby surrender all possibilities of friendship[COMMA] commitment[COMMA] marriage[COMMA] guilt-trips and near-pregnancies in exchange for one (1) night of USDA approved fondling and fornication.,I will not return to the scene of said activities[COMMA] nor call[COMMA] write or otherwise contact/harass or vex said co-signer of contract for a time of no less than thirty (30) days and nights after said activities have been fulfilled.,I also surrender all rights to propagate rumors[COMMA] misnomers and dirty looks in the cafeteria from myself and friends[COMMA] and will treat said co-signer with all the respect due a stranger.,"I will say ""hi"" if we pass within ten (10) meters in a friendly[COMMA] if not neutral[COMMA] tone.",I will also upon completion of heretofore listed activities not leave underwear[COMMA] earrings or other insignificant yet oh-so-valuable knick-knacks lying about or hidden somewhere in the co-signer's abode for the sole purpose of returning to said abode and breaking the no-contact agreement of this document.,I furthermore state that I am of sound mind and desirable body[COMMA] and will not call said co-signer by any other name than is his or her own[COMMA] nor reminisce on some former slime-ball/great lover who wore the same cologne[COMMA] roll-on[COMMA] boxer shorts or robe.,I will also pay one-half of all laundry fees as needed after prescribed activity.,Signed[COMMA], _____________________________________ ,Fornicator At Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At a high school an English teacher is busy with work as a student approaches the teacher and asks when the test final test will be., She tells the whole class and a smart-ass jock raises his hand.,"What if that day I just stayed home because I was sexually exahausted?'' ,''Well[COMMA] I guess you'd just have to use your other hand to write with.'',
The teacher was checking her student roster on the first day of school and saw that she was missing three boys and one girl., ,After a couple of minutes went by[COMMA] a boy named John walked in and the teacher asked where he was.,He said[COMMA] Shree Hill.""",Then another student[COMMA] named Bill[COMMA] walked in and the teacher asked where he was.,"He also said[COMMA] ""Shree Hill.""",Then the third boy[COMMA] Shawn[COMMA] walked in and the teacher asked him where he had been.,"And he said[COMMA] ""On top of Shree Hill.""",Then[COMMA],"a girl walked in and the teacher asked[COMMA] ""Who are you?""", ,"And she said[COMMA] ""Shree Hill.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Why are fish so smart?,A: They live in schools.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Three women are discussing their teenage daughters.,"The first declares: ""I was so shocked last week.",I was tidying my daughter''s room and I found a packet of cigarettes under her pillow.,"I didn't even know that she smoked!"" ",It gets worse than that[COMMA] says the second mother.,"I was tidying my daughter''s room last week and I found a bottle of vodka under her bed.,I didn't even know that she drank!",Oh[COMMA] it gets even worse than that[COMMA] says the third mother.,"I was tidying my daughter''s room last week and you''ll never guess what I found in her bedside cabinet: a packet of condoms!,I didn't even know that she had a penis!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What's the difference between a sorority and a circus?,A circus has a cunning array of stunts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What's the difference between a hooker[COMMA] a nymphomaniac[COMMA] and a sorority sister?,The hooker says[COMMA] ''Are you done already?'',The nympho says[COMMA] ''Oh no!, You're not done already!?'',The sorority sister says[COMMA] ''Beige., I think I'll paint the ceiling beige.'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At a southern university[COMMA] students in the psychology program attend their first class on emotional extremes.,"Just to establish some parameters[COMMA] says the professor to a student from Arkansas[COMMA] ""what is the opposite of joy?""",Sadness[COMMA] says the student.,And the opposite of depression? he asks a young lady from Oklahoma.,Elation[COMMA] she says.,"And you[COMMA] sir[COMMA] he asks a young man from Texas[COMMA] ""what about the opposite of woe?""","The Texan replies[COMMA] ""Sir[COMMA] I believe that would be 'giddy up.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: What do you call a bunch of tractors parked in front of a McDonald's on Friday night in Iowa?,A: Prom.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You know you're in trouble when...,1,The McDonald's people know you by name from late night study breaks.,2, You have spent more time figuring out that you only need a 54% to pass the final than you have actually spent studying.,3,"The college drunk confronts you and says: ""Don't you think you should get to work now?""",4,"Your study schedule is based on the rationale that you ""might"" actually die before the test!",5,"Your parents inquire about your grades and you sing the Cookie Monster song: ""C is for cookie[COMMA] that's good enough for me..."" ",6,"Mom calls to ask how you've been[COMMA] and you immediately scream[COMMA] ""Get off my back[COMMA] b*#%h!""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Your name must be Daisy[COMMA] because I have the incredible urge to plant you right here!,2,Just call me milk[COMMA] I'll do your body good., ,3,I may not be Fred Flintstone[COMMA] but I bet I can make your Bed Rock., ,4,I may not be the best looking guy here[COMMA] but I'm the only one talking to you.,5,That shirt looks very becoming on you[COMMA] but if I were on you[COMMA] I'd be coming too.,6,I'd like to screw your brains out[COMMA] but it appears that someone beat me to it.,7,If you were a new hamburger at McDonald's[COMMA] you would be McGorgeous., ,8,Is that Windex?,Because I can see myself in your pants.,9,If you're going to regret this in the morning[COMMA] we can sleep until the afternoon., ,10,Baby[COMMA] you must be tired cuz you have been running through my mind all night!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Leave permanent markers by the dry-erase board.,2,Ask whether the first chapter will be on the test.,If the professor says no[COMMA] rip the pages out of your textbook.,3,"Hold up a piece of paper that says in large letters ""CHECK YOUR FLY"".",(At Least for the Male profs.),4,"Address the professor as ""your excellency"".",5,"When the professor turns on his laser pointer[COMMA] scream ""AAAGH!","MY EYES!""",6,Relive your Junior High days by leaving chalk stuffed in the chalkboard erasers.,7,Sit in the front[COMMA] sniff suspiciously[COMMA] and ask the professor if he's been drinking.,8,Correct the professor at least ten times on the pronunciation of your name[COMMA] even it's Smith.,Claim that the i is silent.,9,Sit in the front row reading the professor's graduate thesis and snickering.,10,"Feign an unintelligible accent and repeatedly ask[COMMA] ""Vet ozzle haffen dee henvay?"" Become agitated when the professor can't understand you.",11,Wink at the professor every few minutes.,(Hey you might even get a date,if he/she is cute.),12,"Every few minutes[COMMA] take a sheet of notebook paper[COMMA] write ""Signup Sheet","#5"" at the top[COMMA] and start passing it around the room.",13,"Start a ""wave"" in a large lecture hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Curators at India's Baroda Museum reported,irreparable damage to a priceless 3[COMMA]000-year-old mummy[COMMA] done by an overzealous cleaning,person who apparently opened the mummy's case and vacuumed the body.,The vacuum removed,ancient dust[COMMA] peeled toe paint[COMMA] sucked off part of the nose[COMMA] and loosened bandages., An anti-logging protester from radical Earth,First!,was killed near Fortuna[COMMA] CA[COMMA] when one of the trees fell on him., In an unconfirmed report[COMMA] a spokesperson for the,Italian Gattinoni fashion house announced Monica Lewinsky has agreed to model a blue,two-piece suit there during an October &#147;Roma Outsize&#148; fashion show in Milan.,She'll,supposedly get $470[COMMA]000[COMMA] half of which will go to charity....,Gattinoni recently unveiled a flesh-colored skin-tight &#147;condom dress&#148; decorated with,Viagra pills., Saturday in Beaumont TX a 20-minute halftime,brawl erupted between the Southern University and Prairie View A&M marching bands as,the formations passed each other.,Three people were taken to the hospital[COMMA] four $5[COMMA]000,tubas were bent[COMMA] and one saxophone plus several pieces of uniform were reported missing., Avon is finally eschewing its all-door-to-door selling strategy and starting retail discount outlets., October's National Geographic will be the magazine's first with a scent strip.,It's a scientific recreation of Cleopatra's perfume.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q: Why is the math book always upset?,A: Because it has a lot of problems.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail a class?,Drop one too many?,Don't worry about it.,In order to keep money flowing into our institution we've created a summer program that any slacker could pass.,New Course Offerings for the Summer Session: THEORIES OF TIC-TAC-TOE: Should you pick X or O?,The answer isn't as complicated as you might think once you've learned the theory.,Learn techniques that the pros use[COMMA] and play with confidence.,"Pre-Requisite: the movie ""War Games"" ",THE DECLINE OF ROMAN ORGASMS: What happened to the pleasure of the Roman woman after 33 A.D.?,Using archeological evidence and experiences from her own marriage[COMMA] Dr.,Lisa Cecil uncovers an entire era of faking it.,Pre-Requisite: Bitter Relationship ,"DRAWING CONCLUSIONS: Using our creative instinct to doodle on things labeled ""work[COMMA]"" we'll literally draw conclusions.",Pre-Requisite: Motor Skills ,MUSIC TO THE EARS: Like the Sound of Music?,How about the sound of doing nothing for two hours a day for credit?,Pre-Requisite: FOOD TO THE STOMACH also[COMMA] be on the lookout for, .,THE ORIGINS OF BEGINNINGS -- An Introductory Course THUMBS UP[COMMA] THUMBS DOWN: post-modern film criticism THE ECONOMICS OF ARCADES: finding change for a dollar THE STATISTICS OF POLLS -- A survey course.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 A herd of buffalo can only move as fast,as the slowest buffalo[COMMA] and when the herd is hunted[COMMA] it is the slowest and weakest ones at,the back of the herd that are killed first., This natural selection is good for the,herd as a whole[COMMA] because the general speed and health of the whole herd is maintained or,even improved by the regular killing of the weakest members.,In much the same way[COMMA] the,human brain can operate only as fast as the slowest brain cells through which the,electrical signals pass.,Recent emiological studies have shown that while excessive intake of alcohol kills off brain cells[COMMA] it attacks the slowest and weakest brain cells first., Thus[COMMA] regular consumption of spirits helps eliminate the weaker cells[COMMA] constantly making the brain a faster and more efficient machine.,The result of this in-depth study verifies and validates the causal link between all-weekend parties and job-related performance.,It also explains why[COMMA] after a few short years of completing university,studies and then getting married and settling down[COMMA] most professionals cannot keep up with,the performance of the new graduates., Only those few that stick to the strict,regimen of voracious alcoholic consumption can maintain the intellectual levels that they,achieved during their university years., So[COMMA] this is a call to arms., As our,country is losing its technological edge we should not shudder in our homes., But get,back into the bars, and pubs and quaff that pint!, Your company and your country,needs you to be at your peak[COMMA] and at your best[COMMA] and you shouldn't deny yourself the career,opportunities that you could achieve through excessive alcohol consumption., Take,life by the bottle and be all that you can be!,And remember a good, cold beer will,kill those bad[COMMA] useless brain cells that are slowing you, down and it will make the,necessary room needed to get the good brain cells up front and at the top ready to perform,at their best., So bottoms up[COMMA] down, the hatch[COMMA] look out brain it's coming fast!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There was once a pair of high school sweethearts., When they graduated[COMMA] they wanted to go to the same college but the girl was accepted to a college on the east coast[COMMA] and the guy went to the west coast., They agreed to be,faithful to each other and spend any time they could together., ,As time went on[COMMA] the guy would call the girl and she would never be home[COMMA] and when he wrote[COMMA] she would take weeks to return the letters.,Even when he emailed her[COMMA] she took days to return his messages., ,Finally[COMMA] she confessed to him she wanted to date around., He didn't want to do this and increased his calls[COMMA] letters[COMMA] and emails trying to win back her love., Because she became annoyed[COMMA] and now had,a new boyfriend[COMMA] she wanted to get him off her back., ,So[COMMA] what she did is this: she took a Polaroid picture of her giving her new boyfriend a blow job and sent it to her old boyfriend with a note reading[COMMA] ''I found a new boyfriend[COMMA] leave me alone.'' ,Well[COMMA] needless to say[COMMA] this guy was heartbroken but[COMMA] even more so[COMMA] was pissed., So...he wrote on the back of the photo: ''Dear Mom and Dad[COMMA] having a great time at college[COMMA] please send more money!'' and mailed the picture to her parents.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NAME?,#NAME?,#NAME?,-- You Can Paint Anywhere!,#NAME?,#NAME?,#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
